"artistid","artist"
1946,geri halliwell
1947,kenny wayne shepherd band
1948,madonna
1949,|
1950,"grand, otis"
1951,k.d. lang
1952,dire straits
1953,hayden
1954,prince
1955,hyde
1956,in~fe?el
1957,cune
1958,bjørn berge
1959,"175r feat.mcu"
1960,silencia
1962,travis
1963,"marc copland,gary peacock"
1964,vaya con dios
1965,strawberry jam
1966,kate earl
1967,gitane
1968,robson and jerome
1969,the isley brothers
1970,levellers
1971,nu flavor
1972,lil' mo
1973,paul gilbert
1974,key got crew
1975,baha men
1976,shiva
1977,microwave dane & the nukes
1978,manu dibango
1979,thunder
1980,arb
1981,super soul sonics
1982,soon
1984,mark linn
1985,tia
1986,sparkle feat. r.kelly
1987,the alfee
1989,phish
1990,horace silver quartet
1991,ivory joe hunter
1995,czes³aw niemen
1996,aeoliah
1997,r. l. burnside
1998,sonny terry
1999,count basie
2002,cnbb
2005,brewer phillips & ted harvey (with j.b. hutto);
2007,charley patton
2010,machito & his afro-cuban orchestra
2012,herbie hancock 7 (plus 1);
2014,johnny hoy and the bluefish
2015,uncle tupelo
2016,tracey chapman and hot chocolate
2020,oscar peterson
2022,janet
2024,zsa zsa padilla
2025,harlem ramblers
2026,thin lizzy
2027,curtis mayfield
2030,little johnny taylor
2034,the funk'doctorz
2035,oscar pettiford
2036,salseros de coyuca
2037,yoichiro ito(akakage);
2038,kitaro
2039,two originals
2041,the local art
2042,grady champion
2044,lenny kravitz
2045,xavier floyd firebird
2046,pearl jam
2048,poison girlfriend
2049,hardcore superstar
2050,"the spy""c"" dildog"
2052,supercar
2053,the beautiful south
2054,into another
2055,stereophonics
2056,incubus
2057,mr. big
2058,field of view
2059,time a
2062,mr. children
2063,soulhead
2065,the stranglers
2066,bananarama
2069,andreas martin
2070,grand slam
2072,monophonic
2073,infix
2075,liv
2076,fanaticâcrisis
2077,sequential one
2078,missa johnouchi
2079,gad elmaleh
2081,status quo
2082,tasuate & luna - spirit express
2085,dexter gordon
2086,elvin jones jazzmachine
2087,blasters
2088,sam cooke
2089,zydeco blues
2090,miriam makeba
2092,andy cohen
2095,the sun sessions
2096,louis jordan
2098,nobuo uematsu
2099,howling wolf
2103,count basie & his orchestra
2104,bird stone
2105,manuel cañete osana
2107,doris day
2111,the cate brothers
2112,fats waller and his rhythm
2113,los 20 boleros
2114,johnny mathis
2115,bluesberry
2116,nono orchestra
2117,mick richards
2119,merlin
2120,dj vinom
2121,memphis slim
2123,menuhin & grappelli
2124,le jazz de a à z
2126,the blue hearts
2127,olivia hime
2128,"mason, dutch"
2129,johnny madsen
2130,remix
2131,maurício floresta
2132,"latraverse, plume"
2133,cheap trick
2134,colin linden
2137,john lennon
2139,virus booking
2140,dj mitsu the beats
2141,kiss
2142,en clon
2144,story
2145,rxr probe cd
2146,grachmusikoff
2147,memphis
2148,multi
2149,patricia kaas
2150,wolfgang petry
2151,k-ci & jojo
2153,no deta
2155,blue light
2156,xphere
2157,spunky strider
2158,tmãnetwork
2159,roman fischer
2160,noa
2161,the kills
2162,kd lang
2163,bodyjar
2164,iron maiden
2165,ella guru
2167,the boomchasers
2168,chingy
2169,emma bunton
2170,a perfect circle
2171,the dead roads
2172,code ape
2173,laica breeze
2176,sorrow
2178,vincent gallo
2179,clouddead
2180,psyched up janis
2181,tobsucht
2182,jude cole
2183,dimmer
2184,dru hill
2185,acidman
2186,kralle
2187,spirit traveler
2189,wag
2190,vigilante
2191,the black crowes
2193,ub40
2194,crystal kay
2197,anita baker
2198,sydney youngblood
2199,cry & feel it
2200,the petebest
2202,truce
2203,coffee color
2204,tomoyo yoshida
2205,maschera
2206,yoshihiro kai
2207,magic affair
2208,fernand neumann
2209,the mystery
2210,blue gorrions
2211,dirty dozen brass band
2212,no soul (patrick lindsey);
2213,emily remler
2214,tete montoliu
2215,larry coryell
2217,bobby zachariae
2218,l'orpheon
2220,california blues 1940-1948
2221,sonny terry & brownie mcghee
2222,chicago blues
2225,niels larsen
2227,juan josé verdú luna
2230,otis redding
2233,the paul butterfield blues band
2234,kkh
2236,ashit desai
2238,"goodman,benny"
2239,michael hananson-stacy
2241,big tymers
2244,the delfonics
2245,crazy horse
2246,rentgen
2247,detonators!
2248,eric gemsa
2249,the blues brothers
2251,gospel songs and spirituals
2253,where's kitty?
2254,sunburst blue
2256,captain beefheart and his magic band
2257,paul weller
2258,mike batt
2260,cuby and the blizzards
2262,chris brenne
2263,jeff beck
2264,mary j blige
2265,los sonidos del caribe
2266,(stan webb's); chicken shack
2268,eric bibb and keb' mo'
2270,svensk jazzhistoria
2272,bryan ferry
2273,iron & wine
2276,jools holland
2277,"bowie, david"
2278,dig
2279,ruby's grace
2280,xl(extra large);
2281,soranos
2282,low iq 01
2284,jeremy jackson
2285,terry hall
2286,back-tick
2288,jon spencer blues explosion
2289,idlewild
2290,f.l.t.
2291,cyndi lauper
2292,kick the can crew
2295,paula cole
2296,al.ni.co
2297,terry moïse
2298,palm drive
2299,machine
2301,divine comedy
2302,rough laugh
2303,fair warning
2304,lonnie shields
2305,"ruys,matty j"
2306,falco
2307,reza manzoori
2311,sugizo
2312,fbi
2313,sayaka
2318,carleen anderson
2319,soyuz project
2320,zi:kill
2321,dance 2 trance
2322,bill clinton
2323,yazz
2324,urban cookie collective
2325,velcra
2326,don cherry
2327,bill gaither
2328,green day
2329,joachim kühn
2331,walter davis
2333,henry mancini
2335,fabulous thunderbirds
2341,john sherman
2344,peter carlsson och blå grodorna
2345,didier roussin & dominique cravic
2348,nana muskoiri
2349,rory block
2350,"green, al"
2351,trademark jazzband
2352,bee houston
2353,huge voodo
2358,martin lee gore
2360,the atlantic story
2361,swing crew
2362,cyber x feat.keiko
2363,edyta
2366,savage rose
2368,jacques loussier
2369,otis spann
2370,alexis korner
2371,john gill
2372,dance  movie
2373,other
2374,nighthawk
2375,namco
2376,daeseob lim
2378,leonard cohen
2380,nappy roots
2381,female vocal collection
2383,heart
2384,michael bolton
2385,deborah cox
2387,"4 p.m.(four positive music);"
2388,hi-posi
2389,the blood arm
2390,thirteen senses
2391,buffalo tom
2392,ice
2393,the sharp
2396,"2. maanantai"
2397,love love straw
2398,heather small
2399,matterhorn project
2400,jorma kaukonen
2401,sparks go go
2403,suck down
2404,bonnie pink
2405,bosson
2407,konami
2408,sunshine
2409,marvin key
2410,wino
2411,boycott
2412,the chi lites
2414,justy-nasty
2415,rick astley
2416,rie tanaka
2417,"3lw"
2418,baby animals
2419,kelly family
2420,kirari
2423,jeff healey
2429,rik (charles r. benedik);
2433,fanta zero coaster
2434,jörg f küster
2436,mr. orange
2437,tsunku
2438,pink
2439,dot allison
2440,kixã»s
2441,buddy guy with jeff beck
2442,original love
2444,big country
2445,two-mix
2446,fix & fertig
2448,the supermen lovers
2450,dina carroll
2451,black sabbath
2452,hubert laws
2453,evan parker
2454,jandek
2455,the flowerpot gang
2456,"paul ""sequence"" ferguson"
2459,rent (original broadway cast);
2464,keith lyn
2466,julia lee
2468,john kerr
2470,the mills brothers & count basie
2471,moshtaq dashti-mâhur
2472,johnny rivers
2473,carlos mais
2475,dana gillespie
2476,doug sahm
2479,john and the sisters
2480,junior wells
2481,the game
2482,roland
2483,new wolverines
2484,l. c. 'good rockin' robinson
2486,shania twain
2487,kenny rogers
2489,alice cooper
2492,pyx lax
2493,siegel-schwall band
2494,mr.jason
2497,variaous
2501,eurythmics
2502,michel berger
2505,mahalia jackson
2508,lady pank
2510,michael buble
2511,the hellacopters
2512,die toten hosen & roland biggs
2513,tommy heavenly6
2514,mark lanegan band
2515,nick cave & shane macgowan
2517,baptiste trotignon
2518,paul kelly & the messengers
2519,shuubi
2520,silverchair
2521,bruce dickinson
2522,gota
2524,cloud
2525,kool savas & azad
2526,rattles
2528,t'ee
2529,carolyn wonderland & the imperial monkeys
2531,yvette michele
2532,transtic nerve
2533,l - r
2534,rotten graffty
2535,r'ose
2536,sidney youngblood
2539,chocolate starfish
2540,tv on the radio
2541,chihiro
2544,okean elzy
2545,may's
2546,skipper wise
2547,stardust revue
2550,ian van dahl
2552,tube
2553,mean machine
2554,westbam
2555,norbert und die feiglinge
2556,sports
2557,tony joe white
2558,hal from apollo '69
2560,ryuichi sakamoto
2561,tiga
2562,iceman
2563,power of american natives
2564,airscape
2566,talla2xlc
2570,hans-olof andersson
2571,cornershop (cd1);
2572,solomon burke
2573,zhi-vago
2574,schubert
2575,suzannah galland
2576,kohsuke mine quartet
2578,david sun
2579,john zorn
2580,big joe turner
2587,"stefan grossman, et. al."
2589,benny goodman and his orchestra
2590,leadbell
2591,lowell fulsom
2593,texas alexander
2594,matchbox blues band
2595,billy stewart
2597,the cream
2598,kelly bell band
2599,orange range
2600,jean-joel barbier
2601,triple j
2603,enya
2604,the john dummer blues band
2605,burt bacharach
2607,acoustic '04
2608,andries j. kroese
2609,hadara levin areddy
2610,levi's
2613,chick corea
2614,the temptations
2615,aimee mann
2617,tokyo's coolest combo
2618,ronan keating & jeanette
2619,from software
2620,eddy mitchell
2621,fantasy movie hits
2622,uschi brüning
2623,the whispers
2624,swamp dogg
2626,rod stewart
2627,lix
2628,salsa hits
2632,ouch!
2633,j. j. cole
2634,black keys
2635,evil dick and the congregation
2636,rhesin
2637,the chevelles
2638,the high-lows
2640,the jerry lee phantom
2641,pavement
2642,blue gator
2644,uni46
2645,renato carosone
2646,shiam shade
2647,new cinema è¥è´
2648,kirche
2650,bad moon rising
2651,david byrne
2652,ben harper
2654,newland
2655,above the line
2656,alanis morissette
2657,marla glen
2661,alannah myles
2662,dear
2664,walk on water
2665,en vogue
2666,double
2667,embrace
2668,the boom
2669,chris norman & suzi quatro
2670,errol brown
2671,alexander o'neal
2672,cloudica
2673,jimnobety
2675,"4s"
2676,noodles
2678,guns n' roses
2679,counting crows
2682,bel canto
2684,ramja
2686,nanosounds
2688,revenus
2689,versus dj taylor & flow
2690,st germain
2691,hanadensha
2692,favorite blue
2693,timo maas
2695,orange pekoe
2697,jonny griffin
2699,roland sante
2700,the gil evans orchestra featuring john mc laughlin
2701,jb lenoir
2702,the zombies
2705,amos milburn
2710,the andrews sisters
2711,nocna zmiana bluesa
2712,blind boy fuller
2719,rosewynde
2720,"""champion"" jack dupree"
2723,"charles, ray"
2725,topi sorsakoski
2729,john pizzarelli trio
2730,the corrs
2732,gölä
2736,lester young & others
2738,csaba onczay
2739,johnny clyde copeland
2741,va - srs
2742,melanie
2743,queen bee and the blue hornet band
2745,cyber x feat. misono
2746,megamix
2748,steve vai
2751,henri texier
2752,jitterbug swing
2753,otomo yoshihide's new jazz quintet + tatsuya oe
2754,bert heerink
2760,gentle giant
2762,faith hill
2763,joe tex
2764,richmond football club
2765,tom jones & jools holland
2766,wheatus
2767,air code
2768,magic
2770,john hiatt
2771,face to ace
2772,angelina
2773,dr.mablues
2775,marc cohn
2776,soulwax
2777,chynna phillips
2779,kae hanazawa
2780,ja rule
2781,retro g-style
2782,mai kuraki
2783,rosso
2784,peppermints kiss cafe
2785,baiser
2786,p.m. sampson
2788,everlast
2789,penpals
2790,sheena easton
2791,santana featuring everlast
2792,massive attack
2794,dominique a
2795,rip slyme
2797,yurimari
2798,sanne
2800,norihern bright
2802,skoop
2803,roxvox
2804,chance wayne & dr. delay
2805,mike tramp
2806,#18 juhachi-bang
2807,the collectors
2810,dxtomi
2811,marusha
2812,h2blond
2813,bigbang
2815,gregorian
2816,abyss
2817,wanderlust
2819,you
2821,"kubota, toshinobu"
2822,leslie
2824,take that
2826,globe
2827,john ganapes
2828,derek trucks band
2829,grover washington jr
2831,bob milne
2832,krb music companies
2834,our man in jazz
2835,jimi hendrix (w. lonnie youngblood);
2839,charley jordan
2840,joel clemons & the lemons
2844,yves montand
2845,cned
2850,klaus niegratschka
2852,art pepper
2853,rob rio
2854,wonderful world 2
2856,casa loma jazzband
2858,michel polnareff
2862,gino paoli
2863,matchbox bluesband
2864,t.love
2866,iv fats navarro
2867,magnus rosén feat. biggi vinkeloe
2872,dj masterkey
2874,malia
2875,los del caney
2877,heitor villa-lobos
2878,silver leaf jazz bnd
2881,sturm und drang
2882,blue blot
2883,assorted
2886,la fabuleuse histoire du rock
2888,tim richards
2889,romeros
2891,swing out sister
2892,kizan's
2893,dubstar
2895,the cardigans
2896,cocco
2897,edu
2899,pamelah
2900,for love not lisa
2901,tanita tikaram
2902,"44magnum"
2903,dana dawson
2904,castro
2905,ryoko inoue
2907,carl henry brueggen
2908,amika
2909,kerbdog
2910,domino
2911,hue and cry
2912,aeternom
2915,nick cave and the bad seeds
2916,kaori kawamura
2917,volcano
2919,pizzicato five
2920,the street beats
2921,joe bonamassa
2922,mellow
2924,zeebra
2925,emilia
2929,rhythm + dance machine
2930,sleepy's theme
2931,des'ree
2932,la-ppisch
2935,laid back
2937,era
2938,notion
2940,annie williams
2941,honeyz
2943,aroma
2947,bri-hall
2948,s.o.s. band
2949,cutemen
2950,a1
2951,dionne farris
2953,nine inch nails
2954,roffe wikström
2955,chicane
2956,paul van dyk
2958,"martial solal, joachim kuhn"
2960,sunnyland slim
2964,little willie littlefield
2968,patti page
2970,jag
2971,brother dave and the tempted souls
2972,john mclaughlin
2973,agustin lara
2975,blues brother soul sister
2976,blind willie johnson
2978,zither manä & h.h. babe
2979,lou donaldson
2980,lindomar castilho
2981,blues brothers
2984,celtic dreams
2985,pepe lienhard orchestra
2986,sly & the family stone
2987,the nighthawks
2989,rebecca kilgore
2991,"antonio arnedo, cesar lopez"
2994,prime time with jan sutherland
2997,djordje balasevic
3001,savoy brown
3003,josé luís perales
3005,"felipe, o bom"
3006,kelly price
3007,polysics
3008,the pogues
3010,ari1010
3011,cocteau twins
3012,dave's true story
3013,cosmic rough riders
3015,loretta funkenstein
3016,original u.s.a. gospel chor
3017,jamiroquai
3019,art-school
3020,garnet crow
3021,hillstomp
3023,tomosaka rie
3024,e.mu
3025,helloween
3026,blue crow blues band
3027,grass arcade
3028,blankey jet city
3029,bernie lyon
3030,amii steward
3031,gimmefive
3032,j
3034,waltari
3035,aya matuura
3037,four seasons
3038,t.m. revolution x spiderman2
3039,l-transfer
3040,be-b
3043,the gardens
3044,annie lennox
3045,us3
3049,dimmu borgir
3050,l'luvia
3051,akiko
3052,pur
3053,mother earth
3058,znx
3060,staccato set
3061,zeppet store
3064,nitro
3065,ricky martin & christina aguilera
3067,yellow generation
3068,pearl
3069,flame
3070,balázs elemér
3071,crystal waters
3073,electric warrior
3077,olivia newton-john and john travolta
3078,maddkatt courtship
3079,astral projection
3080,jeff oster
3081,eddie chance
3082,akhenation
3086,binder
3088,"coltrane, john"
3089,marilyn crispell
3090,frank lorentzen & marianne mikkelsen
3091,simonette vaja & ian cameron smith
3092,brecker brothers
3093,steve lukather
3098,john mayall & the bluesbreakers
3101,wynonie harris
3108,freddy king
3109,bumble bee slim
3110,big boy williams
3111,eartha kitt
3112,teddy wilson & his orchestra
3113,residents
3114,linkin park
3116,engelbert humperdinck
3118,percy sledge
3121,slide guitar
3122,sture elldin
3123,paul young
3125,der plan
3126,danny wright
3127,heinrich böll
3130,ludacris
3131,beegees
3132,walter horton & paul butterfield
3133,cd - 2
3134,jackson 5
3136,shirley bassey
3137,adam sandler
3138,d-12
3139,still wanna be black
3142,stephane grapelli
3144,tim rayborn
3145,the pink torpedoes
3146,benlee
3147,lisa loeb
3148,gallon drunk
3150,michael farago
3151,ends
3152,chappie
3153,less is more
3154,round table
3156,neil young & the bluenotes
3157,social distortion
3158,tribe after tribe
3159,warm jets
3160,lareine
3161,lolita
3163,lara fabian - maurane
3164,dino
3165,tritone
3166,elisa
3167,amanda marshall
3168,soulsberry
3169,rune
3170,marla glenn
3172,ebony (feat phoebe 1);
3174,craysia
3175,morpheus descends
3176,sweet velvet
3179,a corpse named abel
3180,rollerskate skinny
3182,bästard ~ tiersen
3183,sybil
3184,john lee hooker jr.
3186,kixï½¥s
3187,theater brook
3188,hide with spread beaver
3189,buddy guy & jeff beck
3191,snif
3193,kenny wayne shepherd
3194,zwei
3195,lloyd cole
3196,walter trout band
3197,ayaka hirahara
3198,juliet roberts
3199,so-fi
3200,i've
3201,"falker, jason"
3202,caetano veloso
3204,trf
3205,red warriors
3206,suzuki
3207,globe featuring tk
3208,playing enemy
3209,eli+hiroshi
3212,king
3213,jonny lang
3215,micro de govia
3216,alcazar
3217,feel good productions
3218,mr. scruff
3219,zhané
3220,g3
3221,led zeppelin
3222,blue floyd
3226,eric dolphy
3228,wong kar-wai
3229,al hirt
3230,peter ratzenbeck
3231,paul anka
3233,kammerchor der hochschule franz list weimar
3234,götz alsmann
3235,duke henderson
3236,eliot garner
3237,arnett cobb
3239,big jay mcneely
3242,albert mangelsdorff
3243,dr.feelgood
3244,soul sensation vol. 2
3248,tamba trio
3250,tampa red
3251,dionysiou stratos
3252,ray noble and his all star american orchestra
3253,sister shirley sydnor & her new orleans all stars
3254,"phil cooper, margaret nelson & kate early"
3255,sinatra frank
3256,avex trax
3258,cab calloway
3261,gordon haskell
