"albumid","album"
149413,mississippi moon & more
149414,"allfiredup,epicek40816"
149415,when wishes come true
149416,les grandes chansons du country pop (
149418,trouble at the door
149419,almir sater
149420,the heart i wear
149421,the best of jim stafford
149423,faith in me faith in you
149424,don't cheat in our hometown
149425,v znameni blizencov
149426,cotton-eyed joe
149427,heart land
149428,adios a los beatles
149430,easy street
149431,not in vain
149432,no time to kill
149434,cowgirl state of mind
149435,if my heart had windows
149436,turn the page
149437,untamed
149438,i wonder do you think of me
149439,cowboys & englishmen
149440,encore un soir
149443,beyond the season
149444,no 4-wheelers
149447,carolyn's dream
149448,"80's ladies"
149451,"youcan'ttakeitwithyou,capitolcdp7-93547-2"
149453,what if it's you
149455,in other's words
149460,jor huajai
149461,for me it's you
149465,all-time geatest hits
149467,tnt
149468,soli
149469,small towns & big dreams
149470,keith perry
149471,closer to the fire
149472,so good together
149473,the petra collection
149474,remain
149476,zuori yishu
149477,how we handle our midnights
149478,silver eagle cross country
149479,the path home
149480,stalled parade
149481,face of my hometown
149482,hanging on rebellion
149483,roller caster
149484,great speckle bird
149485,the king of western swing - 25 hits
149486,tis sweet to be remembered bear family v1-6blue
149487,getting to know the strangers
149488,headed for the hills
149489,elvis favorites
149493,i'm to blame
149494,hag
149495,safe at home [bonus track]
149496,pure accoustic bluegrass
149497,greatest bluegrass hits
149498,when we sing for him
149499,tonight i feel eighteen
149500,"the legend, the hits"
149501,best of the best jimmy martin king of bluegrass
149502,today i started loving you again
149504,"imaginethat,cbs45131"
149505,tesoros de coleccion 2
149506,nac con suerte de rey
149508,biggest fool in town
149511,a hillbilly tribute to mountain love
149516,the early years part 1
149518,strong
149519,young man
149521,a wanted man
149523,high or hellwater
149524,i only wanted you
149526,more great dirt
149527,greatest hits- nitty gritty dirt band- more great dirt vol. 
149528,hurry sundown
149530,i thought it was you
149531,rainbow stew - live
149532,the way back home
149533,i know a place
149535,appalachian blues
149536,marty raybon
149537,diamonds and dirt
149540,all amreican country
149541,when i call your name
149543,killbilly hill
149544,don't break my heart
149545,my dear america
149546,zuma
149547,mis baladas consentidas
149548,comes a time
149549,kenny rogers and friends
149550,betthupferl
149551,people like us
149552,living in a moment
149555,snön faller uppåt
149556,mpb no jt
149558,what you make it
149559,philworld
149560,nashville
149561,i'm not so tough
149563,together in the darkness
149564,the first cut
149567,straightaways
149569,trio ii
149572,turn the tide
149573,no place to fall
149574,mevsimsiz kar
149575,coffee grounds
149576,nashville rendez-vous
149577,hubbadillia
149578,paikhana
149579,step inside this house
149581,zz- rabbi shergill
149582,then came the night
149583,feels like today
149584,dancing with the incas
149585,takes a lot of walking
149586,sold
149587,acetylene
149588,debuddy and ravel string quartets
149589,reise um die welt
149590,frankie laine
149591,aussie christmas with bucko & champs
149592,pisne dlouhych cest
149593,tennessee saturday night
149594,umoja: the spirit of togetherness
149595,world premiere radio special
149596,california airshots
149597,heartsongs
149598,só pagodes 2
149599,cowboy's christmas
149600,coming home for christmas
149602,rudolph the red-nosed reindeer-christmas classics
149603,christmas with shirley & squirrely
149606,country gospel greats
149610,i'm so lonesome i could cry
149613,does fort worth ever cross your mind
149615,wild-eyed dream
149616,super southern gospel: gold city
149617,all because of you
149618,light of the stable - christmas album
149620,when in texas
149622,shoot for the moon
149627,j.d. crowe & the new south
149629,the sweetest gift
149630,chris cummings greatest hits
149631,old 8x10
149632,country dance club u.s.a (volume one);
149634,farinei dla brigna 3
149635,kids country hits
149636,if i could go back
149637,eightball
149638,long hard ride
149641,still country
149643,blå ros
149644,los singles
149645,it's all about to change
149647,gliding bird
149648,when i see the cross
149649,in my high school
149650,seminole wind
149652,"hook, line & sinker"
149655,what do i do with me
149656,day in the sun
149657,watch me
149658,diamonds & dirt
149659,arrested
149660,aces
149661,fast movin' train
149667,no sertão
149671,udenfor sæsonen
149672,blue clear sky
149675,full plane
149676,the anomoanon
149679,hearts in armor
149681,country at heart
149683,the right place
149684,yonder
149685,pirates of the mississippi
149687,muchacho de campo
149688,high mileage
149689,mentes iluminadas
149692,cripplin' crutch
149693,new way to fly
149695,outside the frame
149696,a little disaster
149697,saddlepop
149699,you can say that again
149700,fans choice awards
149701,river of time
149702,db harris
149703,el reloj de mi corazon
149704,big choice
149705,hog wild
149706,i'm one of you
149707,trent willmon
149708,songsmodern west
149709,lap of luxury
149710,goin for broke
149712,messenger
149714,life of love
149715,let me out here
149716,mouneïssa
149717,the houston kid
149718,parís 1987
149719,sedona sunset
149721,born to fly
149722,timepiece
149723,traveling circus
149725,american altitude
149727,tonico e tinoco
149729,chattanoogie shoe shine boy
149730,hits and other favorites
149731,rca - nashville classics - the 70's
149733,tennessee waltz
149734,charles trenet
149735,story songs
149736,pour toi
149737,country gentleman
149738,honky tonkin' lifestyle
149739,country great
149740,bad seed
149741,today and forever
149744,christmas present
149745,texas legend series
149747,down home country christmas
149750,new dreams and sunshine
149752,david allan coe presents
149753,anything for money
149754,merry christmas strait to you
149756,sings story songs
149757,the choice country band
149758,american patriot
149759,lonesome old home
149760,the happiest girl in the whole u.s.a
149761,night life
149762,they've been talkin' about me
149763,the roots of my rasing
149764,"5 days gone"
149765,country rockin
149766,always & forever
149769,starlite lounge
149771,spirit in flight
149772,woman in the moon
149773,light at the end of the tunnel
149774,dsr
149775,wings
149778,gypsies & drifters
149779,carrying your love with me
149782,god's green earth
149785,ninni
149786,kelly willis
149787,country-drengene
149788,the shots you never take
149789,quinteto
149790,blue kentucky girl
149791,knee deep in blues
149793,mark twang
149798,simple man
149801,the puzzle
149802,reba
149804,baby i'm in it
149805,milestones - greatest hits
149806,empty house
149808,ein greenhorn kommt selten allein
149809,it's a crazy world
149810,here come the lonely samoans
149811,ropin' the wind
149812,speedy gonzales
149813,every little word
149814,one voice
149818,an american dream
149819,mi vida eres tu
149822,kick a little
149824,demos 2002
149825,the season for romance
149826,unreleased 2nd sony album
149828,smarten up
149829,never turn back
149830,cool me down
149832,land of fortune
149833,country für babys
149834,blood & mood
149835,i can only imagine
149836,fresh horses (the limited series);
149837,viaggio a zerolandia
149839,sunset rider
149840,eagle's prayer
149841,wayward
149842,live at the bluebird cafe
149843,"777 -best of dreams"
149844,the fire that burns
149845,another side of bob dylan
149846,salaam afghanistan
149847,the flood
149848,maaminim bnei maaminim
149849,hammered in ironof 2
149851,ensemble de moscow
149852,jerry lee lewis -the sun years
149854,tenkrat na zapade
149855,some other stuff
149856,beethoven favourite piano sonatas 2
149858,dose dupla: os monarcas e cheiro de galpão
149859,"48 original tracks"
149860,blue moon of kentucky
149864,roger miller
149866,heartwarming songs
149867,gathered together
149868,instrumental sounds of the strangers
149869,elvis (remastered);
149870,close but no cigar
149871,great memories
149873,branded country
149874,bluegrass is timeless
149875,as cricket in hawaiian eye
149877,hall of fame 1998
149882,boxcar country (c); 1998
149883,two's a party
149884,the ballad of handsome ned
149885,moitié-moitié
149886,light of the stable (the christmas album);
149890,rumores
149892,that's the way love goes
149893,not so little anymore
149894,try and stop her
149895,sweetheart's dance
149896,between now and forever
149897,old dogs - volume two
149900,big news back home
149904,candlelights and bubblebath
149905,joe nichols
149906,regular joe
149907,billy dean's greatest hits
149908,lead me not
149909,especial jornal a gazeta
149910,one good friend
149911,ej ga ta spasen
149912,treasures in the attic
149913,songs of the west
149914,it's just me
149915,things i know now
149917,blue skies again
149918,don't cry now
149919,living life
149921,the best time of my life
149923,kix brooks
149924,as long as i have you
149927,keepers - greatest hits
149928,keepers: greatest hits
149929,silvio caldas - 20 preferidas
149933,dos mundos
149934,collision coarse (jap. import);
149935,ten city run
149937,rust never sleeps
149939,without walls
149941,outta the hills
149942,luxus
149943,the peer sessions
149944,halcyon
149946,honor bound
149947,southern rock opera (act two);
149949,find you a highway
149950,rock formations
149951,where strength begins
149952,time calling
149956,chris cagle
149957,live and well
149958,maisha yako
149959,bunte tränen
149960,off the cuff
149964,"cigareets, whusky.and cool, cool water"
149969,complete ed works in order 1929-30
149972,hits you remember
149973,best loved favourites
149974,old time christmas
149977,two ways to fall
149980,best of don williams
149981,kinky friedman
149983,after ours
149984,if you're gonna do me wrong (do it right);
149988,"faith in me, faith in you"
149989,the adventures of johnny cash
149991,zone of our own
149992,waterwells of home
149993,cal smith
149995,sertaneja
149997,not a moment too soon
149998,tex-mex gumbo
149999,still an attitude
150000,ladies love outlaws
150002,old and rusty
150004,esperando na janela
150005,reba mcentire - sweet sixteen
150007,don't leave me in love
150008,just between you and me
150009,bobby carlton
150012,the judds collection
150013,blue sky - night thunder
150014,just lookin' for a hit
150015,once upon a christmas
150016,the lonesome kind
150017,the best of c.w. mccall
150018,pontiac
150019,pancho & lefty
150020,"darling, killing the headlamps"
150021,denin & diamond
150022,countrified
150023,boom chicka boom (european version);
150025,tamra 22
150028,mama kept praying
150029,sugar in the raw
150030,fe
150031,restless nights
